invoice_id,customer_id,amount,issue_date,due_date,days_overdue,status
INV000774,CUST002698,99100.0,2026-07-12,2026-08-26,5,overdue
INV000775,CUST004187,29100.0,2026-04-24,2026-05-09,114,written_off
INV000776,CUST000442,13400.0,2026-04-20,2026-05-20,103,written_off
INV000777,CUST002088,7300.0,2026-04-01,2026-05-16,107,paid
INV000778,CUST008910,170100.0,2026-05-20,2026-06-04,88,overdue
INV000779,CUST007119,84400.0,2026-08-03,2026-08-18,13,overdue
INV000780,CUST004649,97200.0,2026-02-13,2026-04-14,139,overdue
INV000781,CUST004872,103500.0,2026-05-23,2026-06-22,70,overdue
INV000782,CUST009582,83700.0,2026-07-07,2026-08-21,10,overdue
INV000783,CUST003800,45800.0,2026-04-27,2026-05-12,111,paid
INV000784,CUST007410,35900.0,2026-03-20,2026-04-19,134,overdue
INV000785,CUST001787,167000.0,2026-07-19,2026-09-02,-2,not_yet_due
INV000786,CUST003344,5800.0,2026-04-19,2026-05-19,104,overdue
INV000787,CUST000917,72100.0,2026-08-05,2026-08-20,11,paid
INV000788,CUST004430,136600.0,2026-05-19,2026-06-03,89,overdue
INV000789,CUST000292,50300.0,2026-04-24,2026-05-24,99,paid
INV000790,CUST000519,13900.0,2026-03-27,2026-05-11,112,paid
INV000791,CUST004902,126100.0,2026-07-12,2026-08-11,20,overdue
INV000792,CUST006430,11100.0,2026-05-17,2026-06-01,91,overdue
INV000793,CUST003257,34700.0,2026-06-09,2026-07-09,53,written_off
INV000794,CUST009965,66000.0,2026-05-27,2026-06-11,81,paid
INV000795,CUST004742,85700.0,2026-05-05,2026-07-04,58,overdue
INV000796,CUST004775,21800.0,2026-03-14,2026-04-28,125,overdue
INV000797,CUST007938,130000.0,2026-06-29,2026-08-13,18,paid
INV000798,CUST002501,33200.0,2026-06-11,2026-06-26,66,paid
INV000799,CUST000759,175300.0,2026-06-10,2026-07-10,52,overdue
INV000800,CUST007359,109400.0,2026-08-07,2026-09-21,-10,not_yet_due
INV000801,CUST008804,54700.0,2026-04-16,2026-05-31,92,overdue
INV000802,CUST002376,28200.0,2026-03-20,2026-04-04,149,overdue
INV000803,CUST005634,23100.0,2026-05-28,2026-06-27,65,paid
INV000804,CUST009685,44000.0,2026-08-04,2026-10-03,-10,overdue
INV000805,CUST004023,19400.0,2026-03-17,2026-05-01,122,paid
INV000806,CUST002417,73600.0,2026-07-07,2026-08-21,10,paid
INV000807,CUST005843,167300.0,2026-06-20,2026-07-20,42,overdue
INV000808,CUST006892,61900.0,2026-03-08,2026-04-07,146,paid
INV000809,CUST009704,172800.0,2026-06-16,2026-08-15,16,paid
INV000810,CUST006898,171200.0,2026-04-29,2026-06-28,64,overdue
INV000811,CUST006280,146900.0,2026-07-01,2026-07-16,46,paid
INV000812,CUST005630,186700.0,2026-03-11,2026-03-26,158,overdue
INV000813,CUST003877,98800.0,2026-07-04,2026-08-03,28,overdue
INV000814,CUST007654,70700.0,2026-08-05,2026-09-04,-4,not_yet_due
INV000815,CUST005716,10200.0,2026-07-18,2026-09-01,-1,written_off
INV000816,CUST005880,112600.0,2026-08-07,2026-09-06,-6,not_yet_due
INV000817,CUST002780,8200.0,2026-06-18,2026-08-02,29,written_off
INV000818,CUST006138,81400.0,2026-03-29,2026-04-28,125,written_off
INV000819,CUST005061,17800.0,2026-06-02,2026-07-02,60,overdue
INV000820,CUST008536,72900.0,2026-07-03,2026-08-02,29,overdue
INV000821,CUST007597,95600.0,2026-05-24,2026-07-23,39,overdue
INV000822,CUST005160,259900.0,2026-03-09,2026-04-08,145,paid
INV000823,CUST004403,44300.0,2026-06-17,2026-07-17,45,overdue
INV000824,CUST009633,72800.0,2026-04-22,2026-05-22,101,paid
INV000825,CUST003489,204600.0,2026-04-16,2026-05-16,107,paid
INV000826,CUST007266,299900.0,2026-03-02,2026-03-17,167,overdue
INV000827,CUST009727,111400.0,2026-03-03,2026-04-02,151,paid
INV000828,CUST000277,32000.0,2026-04-25,2026-05-25,98,paid
INV000829,CUST003454,139700.0,2026-07-08,2026-09-06,-6,not_yet_due
INV000830,CUST008118,96900.0,2026-04-27,2026-06-26,66,overdue
INV000831,CUST006128,29100.0,2026-05-26,2026-06-25,67,overdue
INV000832,CUST004922,28900.0,2026-05-26,2026-07-10,52,written_off
INV000833,CUST005438,160400.0,2026-02-18,2026-04-04,149,overdue
INV000834,CUST000369,72600.0,2026-06-01,2026-07-01,61,overdue
INV000835,CUST008201,157300.0,2026-02-26,2026-03-13,171,overdue
INV000836,CUST000514,309300.0,2026-06-17,2026-07-02,60,paid
INV000837,CUST008561,51800.0,2026-07-31,2026-08-30,1,overdue
INV000838,CUST007376,21300.0,2026-03-30,2026-05-29,94,written_off
INV000839,CUST003018,18200.0,2026-04-21,2026-05-21,102,written_off
INV000840,CUST003687,64800.0,2026-04-11,2026-05-26,97,paid
INV000841,CUST001309,41600.0,2026-08-07,2026-09-06,-6,not_yet_due
INV000842,CUST004835,61600.0,2026-08-02,2026-09-01,-1,not_yet_due
INV000843,CUST002220,117700.0,2026-04-27,2026-05-27,96,overdue
INV000844,CUST005755,19800.0,2026-07-03,2026-08-02,29,overdue
INV000845,CUST001122,10800.0,2026-02-13,2026-02-28,184,overdue
INV000846,CUST005945,140200.0,2026-07-24,2026-08-08,23,overdue
INV000847,CUST006558,11900.0,2026-06-07,2026-07-07,55,overdue
INV000848,CUST000747,109700.0,2026-05-23,2026-07-07,55,paid
INV000849,CUST008102,21500.0,2026-05-29,2026-07-28,34,written_off
INV000850,CUST009845,54600.0,2026-03-12,2026-04-11,142,overdue
INV000851,CUST001722,13400.0,2026-07-02,2026-08-01,30,paid
INV000852,CUST000404,35700.0,2026-04-14,2026-06-13,79,written_off
INV000853,CUST005005,5000.0,2026-06-19,2026-07-19,43,overdue
INV000854,CUST009919,17800.0,2026-05-09,2026-06-08,84,written_off
INV000855,CUST001784,84800.0,2026-08-01,2026-08-31,0,written_off
INV000856,CUST002353,29500.0,2026-07-23,2026-08-22,9,paid
INV000857,CUST002631,49500.0,2026-03-06,2026-03-21,163,overdue
INV000858,CUST000766,34700.0,2026-06-11,2026-06-26,66,overdue
INV000859,CUST005150,77400.0,2026-07-20,2026-08-19,12,overdue
INV000860,CUST009640,131300.0,2026-03-28,2026-05-27,96,overdue
INV000861,CUST007936,116100.0,2026-02-16,2026-04-02,151,overdue
INV000862,CUST006487,115700.0,2026-04-12,2026-05-12,111,paid
INV000863,CUST008228,41200.0,2026-04-07,2026-05-22,101,written_off
INV000864,CUST005662,164800.0,2026-06-03,2026-07-03,59,paid
INV000865,CUST005697,27400.0,2026-03-06,2026-03-21,163,written_off
INV000866,CUST009805,160800.0,2026-03-06,2026-05-05,118,overdue
INV000867,CUST001008,74900.0,2026-03-05,2026-04-04,149,paid
INV000868,CUST005154,50600.0,2026-06-15,2026-07-15,47,paid
INV000869,CUST001215,107900.0,2026-03-04,2026-04-03,150,paid
INV000870,CUST007106,24300.0,2026-05-05,2026-06-04,88,overdue
INV000871,CUST002951,15000.0,2026-04-25,2026-06-24,68,written_off
INV000872,CUST000985,35000.0,2026-06-09,2026-06-24,68,written_off
INV000873,CUST006118,16700.0,2026-07-24,2026-08-23,8,overdue
INV000874,CUST003236,7700.0,2026-07-10,2026-08-09,22,overdue
INV000875,CUST004617,24400.0,2026-05-13,2026-06-12,80,written_off
INV000876,CUST006262,11300.0,2026-08-05,2026-08-20,11,overdue
INV000877,CUST001456,13200.0,2026-07-07,2026-08-06,25,written_off
INV000878,CUST007939,84800.0,2026-03-03,2026-04-02,151,overdue
INV000879,CUST003263,112600.0,2026-06-11,2026-06-26,66,overdue
INV000880,CUST004654,21900.0,2026-05-17,2026-06-16,76,written_off
INV000881,CUST009305,83900.0,2026-04-29,2026-06-13,79,overdue
INV000882,CUST001993,131900.0,2026-04-12,2026-04-27,126,overdue
INV000883,CUST002873,62700.0,2026-03-31,2026-04-30,123,overdue
INV000884,CUST009076,29900.0,2026-05-03,2026-06-17,75,overdue
INV000885,CUST006072,185800.0,2026-06-25,2026-08-09,22,paid
INV000886,CUST008918,63500.0,2026-04-07,2026-05-22,101,overdue
INV000887,CUST008890,207900.0,2026-06-15,2026-07-30,32,paid
INV000888,CUST008035,89400.0,2026-03-01,2026-04-30,123,paid
INV000889,CUST007959,22600.0,2026-08-06,2026-09-05,-5,written_off
INV000890,CUST005703,52200.0,2026-02-27,2026-03-14,170,overdue
INV000891,CUST006560,30000.0,2026-04-21,2026-06-05,87,overdue
INV000892,CUST005687,182800.0,2026-05-30,2026-06-29,63,overdue
INV000893,CUST009617,140100.0,2026-06-21,2026-08-20,11,overdue
INV000894,CUST008431,194400.0,2026-04-16,2026-06-15,77,paid
INV000895,CUST007220,27500.0,2026-05-28,2026-06-27,65,overdue
INV000896,CUST005620,102500.0,2026-07-20,2026-08-19,12,paid
INV000897,CUST001350,31900.0,2026-08-10,2026-08-25,6,written_off
INV000898,CUST005854,39700.0,2026-08-03,2026-08-18,13,overdue
INV000899,CUST006530,14700.0,2026-07-28,2026-09-11,-10,written_off
INV000900,CUST001173,55600.0,2026-02-20,2026-04-21,132,overdue
INV000901,CUST003333,55900.0,2026-04-18,2026-06-17,75,paid
INV000902,CUST000918,21900.0,2026-04-11,2026-04-26,127,written_off
INV000903,CUST003374,11000.0,2026-05-15,2026-05-30,93,overdue
INV000904,CUST004580,209600.0,2026-02-24,2026-03-26,158,overdue
INV000905,CUST000302,26800.0,2026-08-02,2026-09-01,-1,written_off
INV000906,CUST001551,27000.0,2026-07-07,2026-07-22,40,overdue
INV000907,CUST008226,39800.0,2026-07-30,2026-08-14,17,overdue
INV000908,CUST009497,48000.0,2026-08-03,2026-08-18,13,overdue
INV000909,CUST000422,32500.0,2026-03-17,2026-05-01,122,overdue
INV000910,CUST004104,153700.0,2026-06-06,2026-06-21,71,overdue
INV000911,CUST002174,10700.0,2026-07-30,2026-08-29,2,written_off
INV000912,CUST001050,101400.0,2026-07-15,2026-08-14,17,overdue
INV000913,CUST001512,6400.0,2026-07-05,2026-08-04,27,written_off
INV000914,CUST006896,7600.0,2026-05-09,2026-05-24,99,overdue
INV000915,CUST002844,162600.0,2026-07-07,2026-08-06,25,paid
INV000916,CUST007109,91400.0,2026-05-25,2026-06-24,68,overdue
INV000917,CUST009916,74800.0,2026-05-31,2026-07-30,32,paid
INV000918,CUST009094,117400.0,2026-05-02,2026-05-17,106,overdue
INV000919,CUST009686,72300.0,2026-06-25,2026-07-25,37,overdue
INV000920,CUST002242,54400.0,2026-03-11,2026-04-25,128,overdue
INV000921,CUST008021,18400.0,2026-06-01,2026-07-01,61,overdue
INV000922,CUST009808,125100.0,2026-02-22,2026-03-09,175,overdue
INV000923,CUST004047,41300.0,2026-02-23,2026-04-09,144,overdue
INV000924,CUST008762,20700.0,2026-07-20,2026-09-03,-3,written_off
INV000925,CUST002887,14200.0,2026-07-25,2026-09-23,-10,not_yet_due
INV000926,CUST002630,138200.0,2026-05-22,2026-07-06,56,overdue
INV000927,CUST008786,40400.0,2026-02-21,2026-03-23,161,overdue
INV000928,CUST000757,66400.0,2026-05-30,2026-07-14,48,paid
INV000929,CUST008556,43000.0,2026-03-18,2026-05-17,106,overdue
INV000930,CUST009994,39800.0,2026-06-25,2026-07-25,37,written_off
INV000931,CUST000994,186700.0,2026-04-22,2026-05-07,116,paid
INV000932,CUST007530,48000.0,2026-03-29,2026-04-28,125,overdue
INV000933,CUST007801,8100.0,2026-06-30,2026-07-30,32,written_off
INV000934,CUST005244,84900.0,2026-07-30,2026-08-14,17,paid
INV000935,CUST005629,15500.0,2026-05-24,2026-06-08,84,overdue
INV000936,CUST001004,27000.0,2026-03-26,2026-04-25,128,overdue
INV000937,CUST009960,125400.0,2026-05-04,2026-05-19,104,overdue
INV000938,CUST003117,38400.0,2026-03-25,2026-04-24,129,written_off
INV000939,CUST000103,44800.0,2026-03-04,2026-03-19,165,paid
INV000940,CUST000919,21600.0,2026-05-26,2026-07-25,37,overdue
INV000941,CUST005076,106500.0,2026-04-30,2026-05-30,93,overdue
INV000942,CUST007320,31600.0,2026-08-10,2026-09-09,-9,not_yet_due
INV000943,CUST006242,11100.0,2026-04-30,2026-06-14,78,written_off
INV000944,CUST001433,280200.0,2026-05-27,2026-06-11,81,paid
INV000945,CUST002012,99600.0,2026-05-14,2026-06-13,79,overdue
INV000946,CUST001590,15200.0,2026-06-30,2026-08-29,2,written_off
INV000947,CUST009801,67300.0,2026-02-21,2026-03-23,161,paid
INV000948,CUST000775,173900.0,2026-06-28,2026-07-28,34,overdue
INV000949,CUST006215,99800.0,2026-05-06,2026-06-20,72,overdue
INV000950,CUST007793,9700.0,2026-07-29,2026-08-28,3,written_off
INV000951,CUST006692,82900.0,2026-05-30,2026-07-14,48,overdue
INV000952,CUST001003,8500.0,2026-08-06,2026-09-20,-10,written_off
INV000953,CUST006881,23400.0,2026-03-19,2026-04-18,135,paid
INV000954,CUST008348,16400.0,2026-04-11,2026-05-11,112,written_off
INV000955,CUST000290,11600.0,2026-06-29,2026-07-29,33,overdue
INV000956,CUST002923,24200.0,2026-03-29,2026-05-13,110,written_off
INV000957,CUST005299,72900.0,2026-08-07,2026-10-06,-10,not_yet_due
INV000958,CUST001949,99500.0,2026-08-09,2026-09-23,-10,not_yet_due
INV000959,CUST005373,48900.0,2026-04-27,2026-06-11,81,overdue
INV000960,CUST004369,13400.0,2026-05-05,2026-06-19,73,written_off
INV000961,CUST001111,7400.0,2026-04-20,2026-05-20,103,written_off
INV000962,CUST003638,126700.0,2026-04-09,2026-06-08,84,paid
INV000963,CUST001835,204900.0,2026-08-06,2026-09-05,-5,not_yet_due
INV000964,CUST008829,39900.0,2026-05-03,2026-06-02,90,written_off
INV000965,CUST005308,40600.0,2026-07-16,2026-08-15,16,overdue
INV000966,CUST003377,36500.0,2026-04-13,2026-04-28,125,paid
INV000967,CUST008937,45400.0,2026-08-01,2026-08-16,15,overdue
INV000968,CUST001975,64100.0,2026-04-17,2026-06-01,91,overdue
INV000969,CUST006216,27800.0,2026-05-10,2026-06-24,68,overdue
INV000970,CUST002713,52400.0,2026-05-25,2026-07-24,38,overdue
INV000971,CUST008428,90400.0,2026-05-05,2026-07-04,58,paid
INV000972,CUST001685,9600.0,2026-06-07,2026-07-22,40,overdue
INV000973,CUST001080,429400.0,2026-05-24,2026-06-08,84,overdue
INV000974,CUST002102,16900.0,2026-02-22,2026-03-24,160,written_off
INV000975,CUST005655,80900.0,2026-05-26,2026-06-10,82,paid
INV000976,CUST008539,38300.0,2026-07-31,2026-08-30,1,written_off
INV000977,CUST004160,42700.0,2026-02-24,2026-04-10,143,overdue
INV000978,CUST000548,51700.0,2026-05-18,2026-06-17,75,overdue
INV000979,CUST008169,129100.0,2026-02-22,2026-03-24,160,paid
INV000980,CUST006940,37700.0,2026-03-17,2026-05-01,122,paid
INV000981,CUST002097,38500.0,2026-04-20,2026-05-20,103,paid
INV000982,CUST002204,19000.0,2026-04-18,2026-06-02,90,written_off
INV000983,CUST003179,85500.0,2026-06-23,2026-07-08,54,paid
INV000984,CUST007468,56600.0,2026-06-11,2026-07-11,51,overdue
INV000985,CUST006735,33000.0,2026-07-31,2026-09-14,-10,overdue
INV000986,CUST008258,120900.0,2026-03-07,2026-03-22,162,overdue
INV000987,CUST008421,164100.0,2026-04-11,2026-05-26,97,overdue
INV000988,CUST008609,73400.0,2026-02-25,2026-03-27,157,overdue
INV000989,CUST008058,235000.0,2026-05-11,2026-06-10,82,paid
INV000990,CUST004119,103700.0,2026-06-06,2026-08-05,26,overdue
INV000991,CUST004746,50700.0,2026-05-16,2026-06-15,77,paid
INV000992,CUST000018,67100.0,2026-04-06,2026-05-06,117,overdue
INV000993,CUST003385,103400.0,2026-02-28,2026-03-30,154,overdue
INV000994,CUST003020,113900.0,2026-04-02,2026-05-02,121,paid
INV000995,CUST004456,28400.0,2026-02-20,2026-03-07,177,paid
INV000996,CUST005785,25400.0,2026-05-13,2026-06-12,80,overdue
INV000997,CUST007025,58500.0,2026-05-07,2026-05-22,101,overdue
INV000998,CUST005241,67100.0,2026-04-16,2026-06-15,77,overdue
INV000999,CUST004720,38200.0,2026-08-08,2026-09-07,-7,overdue
INV001000,CUST006102,11000.0,2026-03-03,2026-05-02,121,overdue
INV001001,CUST008900,21800.0,2026-07-12,2026-08-26,5,written_off
INV001002,CUST003247,16600.0,2026-04-08,2026-05-08,115,overdue
INV001003,CUST005325,45800.0,2026-03-06,2026-04-20,133,written_off
INV001004,CUST001491,70000.0,2026-03-07,2026-04-06,147,paid
INV001005,CUST005511,46700.0,2026-06-04,2026-08-03,28,written_off
INV001006,CUST002278,97400.0,2026-08-01,2026-08-31,0,overdue
INV001007,CUST008432,5000.0,2026-07-22,2026-09-20,-10,not_yet_due
INV001008,CUST003941,156900.0,2026-03-27,2026-04-26,127,paid
INV001009,CUST001000,139300.0,2026-08-01,2026-09-30,-10,not_yet_due
INV001010,CUST004288,82100.0,2026-02-24,2026-03-26,158,paid
INV001011,CUST001859,183100.0,2026-07-11,2026-07-26,36,overdue
INV001012,CUST003000,50000.0,2026-02-16,2026-03-18,166,written_off
INV001013,CUST007876,29100.0,2026-03-13,2026-04-27,126,overdue
INV001014,CUST006454,468400.0,2026-06-07,2026-07-22,40,paid
INV001015,CUST006426,34200.0,2026-04-29,2026-05-29,94,overdue
INV001016,CUST006391,20100.0,2026-04-22,2026-06-21,71,overdue
INV001017,CUST006017,37600.0,2026-07-14,2026-09-12,-10,written_off
INV001018,CUST004075,34300.0,2026-04-02,2026-04-17,136,overdue
INV001019,CUST004686,103200.0,2026-02-16,2026-03-18,166,paid
INV001020,CUST006676,36200.0,2026-07-16,2026-08-15,16,overdue
INV001021,CUST000796,26000.0,2026-04-19,2026-06-03,89,overdue
INV001022,CUST007846,28900.0,2026-05-23,2026-07-07,55,paid
INV001023,CUST000756,37600.0,2026-06-11,2026-06-26,66,overdue
INV001024,CUST002086,114500.0,2026-05-04,2026-06-03,89,paid
INV001025,CUST009340,97500.0,2026-06-25,2026-08-24,7,paid
INV001026,CUST008215,65300.0,2026-05-27,2026-07-11,51,overdue
INV001027,CUST005381,24100.0,2026-03-26,2026-05-25,98,overdue
INV001028,CUST005757,11700.0,2026-08-08,2026-08-23,8,overdue
INV001029,CUST007833,11100.0,2026-06-01,2026-07-01,61,written_off
INV001030,CUST008657,15900.0,2026-05-15,2026-06-14,78,overdue
INV001031,CUST003156,18400.0,2026-02-25,2026-03-27,157,paid
INV001032,CUST005078,33000.0,2026-07-30,2026-09-28,-10,written_off
INV001033,CUST007716,140600.0,2026-08-02,2026-09-16,-10,not_yet_due
INV001034,CUST001896,24500.0,2026-03-14,2026-04-13,140,written_off
INV001035,CUST002282,17300.0,2026-06-04,2026-07-04,58,written_off
INV001036,CUST005170,298700.0,2026-02-26,2026-04-27,126,overdue
INV001037,CUST000593,44100.0,2026-03-09,2026-04-08,145,overdue
INV001038,CUST008085,5000.0,2026-05-21,2026-06-05,87,overdue
INV001039,CUST003537,80200.0,2026-06-18,2026-07-03,59,overdue
INV001040,CUST009294,53100.0,2026-06-03,2026-07-03,59,written_off
INV001041,CUST000571,96900.0,2026-06-28,2026-08-27,4,overdue
INV001042,CUST002201,13500.0,2026-02-27,2026-03-14,170,overdue
INV001043,CUST006894,126200.0,2026-02-22,2026-03-24,160,overdue
INV001044,CUST003315,260900.0,2026-07-17,2026-08-31,0,overdue
INV001045,CUST006990,58300.0,2026-05-19,2026-07-18,44,overdue
INV001046,CUST001600,156800.0,2026-05-28,2026-07-27,35,overdue
INV001047,CUST009498,9300.0,2026-03-31,2026-04-15,138,overdue
INV001048,CUST008901,5000.0,2026-05-03,2026-05-18,105,overdue
INV001049,CUST002130,53700.0,2026-03-01,2026-03-31,153,overdue
INV001050,CUST000051,9700.0,2026-06-24,2026-07-24,38,written_off
INV001051,CUST004725,271000.0,2026-06-26,2026-07-26,36,overdue
INV001052,CUST008184,30500.0,2026-06-17,2026-07-17,45,paid
INV001053,CUST005895,184500.0,2026-04-28,2026-05-28,95,paid
INV001054,CUST003158,102100.0,2026-04-24,2026-05-09,114,paid
INV001055,CUST008899,103400.0,2026-06-25,2026-08-09,22,overdue
INV001056,CUST003234,25800.0,2026-08-04,2026-09-18,-10,written_off
INV001057,CUST001843,25600.0,2026-04-14,2026-05-14,109,written_off
INV001058,CUST001693,45000.0,2026-05-24,2026-06-23,69,overdue
INV001059,CUST004253,16400.0,2026-02-20,2026-04-06,147,written_off
INV001060,CUST003978,15500.0,2026-06-01,2026-07-31,31,written_off
INV001061,CUST009705,26200.0,2026-04-22,2026-06-21,71,overdue
INV001062,CUST001651,87600.0,2026-02-15,2026-04-01,152,paid
INV001063,CUST003080,117600.0,2026-06-25,2026-07-25,37,overdue
INV001064,CUST006002,6200.0,2026-05-03,2026-06-02,90,overdue
INV001065,CUST006599,19700.0,2026-05-28,2026-07-27,35,written_off
INV001066,CUST007127,104100.0,2026-02-18,2026-03-20,164,overdue
INV001067,CUST000595,66300.0,2026-03-16,2026-03-31,153,paid
INV001068,CUST003995,181100.0,2026-07-01,2026-08-30,1,overdue
INV001069,CUST005793,10800.0,2026-05-22,2026-07-06,56,written_off
INV001070,CUST007176,85700.0,2026-08-09,2026-08-24,7,overdue
INV001071,CUST006355,180300.0,2026-02-19,2026-04-20,133,paid
INV001072,CUST004380,130100.0,2026-07-30,2026-08-29,2,paid
INV001073,CUST000036,7600.0,2026-07-10,2026-07-25,37,written_off
INV001074,CUST000870,305200.0,2026-07-24,2026-08-23,8,overdue
INV001075,CUST006375,26300.0,2026-06-27,2026-07-27,35,overdue
INV001076,CUST006976,40200.0,2026-02-21,2026-04-07,146,paid
INV001077,CUST001944,10300.0,2026-05-15,2026-06-14,78,written_off
INV001078,CUST002560,57600.0,2026-06-05,2026-07-05,57,overdue
INV001079,CUST002094,245500.0,2026-06-06,2026-06-21,71,overdue
INV001080,CUST002416,17100.0,2026-04-04,2026-05-19,104,written_off
INV001081,CUST003575,30600.0,2026-04-22,2026-05-07,116,overdue
INV001082,CUST003651,113400.0,2026-04-05,2026-06-04,88,overdue
INV001083,CUST000113,51100.0,2026-03-30,2026-04-14,139,paid
INV001084,CUST009145,87200.0,2026-05-22,2026-07-21,41,paid
INV001085,CUST005962,27800.0,2026-06-23,2026-07-23,39,overdue
INV001086,CUST000029,35700.0,2026-07-31,2026-08-15,16,overdue
INV001087,CUST005243,178700.0,2026-06-01,2026-07-01,61,paid
INV001088,CUST004795,64400.0,2026-06-12,2026-06-27,65,overdue
INV001089,CUST002763,5000.0,2026-04-19,2026-05-19,104,overdue
INV001090,CUST006405,7200.0,2026-05-10,2026-07-09,53,written_off
INV001091,CUST007579,50300.0,2026-05-13,2026-06-12,80,overdue
INV001092,CUST009942,41400.0,2026-05-16,2026-06-15,77,overdue
INV001093,CUST000507,27300.0,2026-04-09,2026-04-24,129,paid
INV001094,CUST002875,34700.0,2026-03-06,2026-04-05,148,overdue
INV001095,CUST005849,13500.0,2026-04-10,2026-05-10,113,written_off
INV001096,CUST007565,49100.0,2026-07-25,2026-08-24,7,paid
INV001097,CUST007260,85500.0,2026-05-11,2026-05-26,97,overdue
INV001098,CUST006039,112300.0,2026-03-08,2026-03-23,161,paid
INV001099,CUST003685,27800.0,2026-07-30,2026-09-28,-10,overdue
INV001100,CUST007759,182900.0,2026-05-26,2026-06-25,67,paid
INV001101,CUST002110,14400.0,2026-04-03,2026-05-03,120,written_off
INV001102,CUST008181,47900.0,2026-04-21,2026-05-21,102,overdue
INV001103,CUST005667,39700.0,2026-08-07,2026-08-22,9,overdue
INV001104,CUST008442,63900.0,2026-07-14,2026-08-13,18,paid
INV001105,CUST005954,45800.0,2026-05-09,2026-07-08,54,overdue
INV001106,CUST008313,102200.0,2026-07-17,2026-08-01,30,overdue
INV001107,CUST006816,60600.0,2026-04-21,2026-06-20,72,overdue
INV001108,CUST001885,164400.0,2026-04-15,2026-04-30,123,overdue
INV001109,CUST006661,159700.0,2026-05-13,2026-05-28,95,overdue
INV001110,CUST004200,25500.0,2026-08-04,2026-09-03,-3,written_off
INV001111,CUST005557,36500.0,2026-06-01,2026-06-16,76,overdue
INV001112,CUST006737,73700.0,2026-05-12,2026-06-11,81,paid
INV001113,CUST004797,20000.0,2026-04-10,2026-05-10,113,overdue
INV001114,CUST007557,77400.0,2026-07-20,2026-08-19,12,paid
INV001115,CUST007137,23000.0,2026-05-08,2026-07-07,55,written_off
INV001116,CUST009231,134700.0,2026-03-19,2026-04-03,150,paid
INV001117,CUST008708,48700.0,2026-03-27,2026-05-26,97,overdue
INV001118,CUST001845,36400.0,2026-04-16,2026-05-16,107,written_off
INV001119,CUST000552,22400.0,2026-05-11,2026-06-25,67,written_off
INV001120,CUST004510,96900.0,2026-05-26,2026-06-10,82,paid
INV001121,CUST001415,47900.0,2026-07-26,2026-08-25,6,overdue
INV001122,CUST008272,30800.0,2026-02-16,2026-03-03,181,overdue
INV001123,CUST001752,18300.0,2026-06-11,2026-07-26,36,overdue
INV001124,CUST005330,229100.0,2026-07-27,2026-08-11,20,overdue
INV001125,CUST003993,44000.0,2026-08-02,2026-10-01,-10,overdue
INV001126,CUST006461,13900.0,2026-05-31,2026-07-15,47,overdue
INV001127,CUST007371,162300.0,2026-07-03,2026-08-17,14,paid
INV001128,CUST007451,63100.0,2026-06-02,2026-06-17,75,overdue
INV001129,CUST000821,57900.0,2026-03-27,2026-05-11,112,overdue
INV001130,CUST005900,98200.0,2026-03-04,2026-03-19,165,overdue
INV001131,CUST008942,64100.0,2026-04-05,2026-05-05,118,overdue
INV001132,CUST006156,39800.0,2026-08-05,2026-09-04,-4,overdue
INV001133,CUST000669,27500.0,2026-06-12,2026-07-12,50,paid
INV001134,CUST006962,15700.0,2026-07-18,2026-08-02,29,written_off
INV001135,CUST009735,78600.0,2026-04-26,2026-05-26,97,paid
INV001136,CUST000797,113700.0,2026-07-28,2026-09-11,-10,not_yet_due
INV001137,CUST007567,77900.0,2026-07-24,2026-09-07,-7,not_yet_due
INV001138,CUST003788,22900.0,2026-03-05,2026-04-04,149,written_off
INV001139,CUST008518,5000.0,2026-04-14,2026-05-14,109,written_off
INV001140,CUST009720,125000.0,2026-03-30,2026-05-29,94,overdue
INV001141,CUST002349,43400.0,2026-06-25,2026-07-25,37,overdue
INV001142,CUST003697,219600.0,2026-04-23,2026-05-23,100,overdue
INV001143,CUST009276,199700.0,2026-05-08,2026-06-22,70,paid
INV001144,CUST006798,7900.0,2026-05-04,2026-06-03,89,overdue
INV001145,CUST006185,28000.0,2026-02-22,2026-03-09,175,written_off
INV001146,CUST007883,91400.0,2026-05-31,2026-06-30,62,overdue
INV001147,CUST000683,61900.0,2026-05-27,2026-07-11,51,overdue
INV001148,CUST007958,144500.0,2026-07-20,2026-08-04,27,overdue
INV001149,CUST004859,135300.0,2026-08-11,2026-09-10,-10,not_yet_due
INV001150,CUST004203,41500.0,2026-04-18,2026-05-18,105,written_off
INV001151,CUST004438,168900.0,2026-05-12,2026-05-27,96,overdue
INV001152,CUST003849,56300.0,2026-02-17,2026-04-03,150,overdue
INV001153,CUST008248,81700.0,2026-02-14,2026-03-16,168,overdue
INV001154,CUST008193,5000.0,2026-06-08,2026-07-23,39,overdue
INV001155,CUST006126,16600.0,2026-07-17,2026-08-31,0,overdue
INV001156,CUST004637,53800.0,2026-02-26,2026-03-28,156,overdue
INV001157,CUST004354,137900.0,2026-05-18,2026-06-17,75,overdue
INV001158,CUST003966,45200.0,2026-08-08,2026-09-07,-7,written_off
INV001159,CUST008097,127600.0,2026-08-04,2026-10-03,-10,not_yet_due
INV001160,CUST007298,187000.0,2026-07-19,2026-08-18,13,paid
