negotiation_id,customer_id,invoice_amount,offer_amount,offer_discount_pct,days_to_payment,customer_score,true_accept_probability,accepted
NEG000773,CUST000873,16500.0,14500.0,12,7,0.693,0.901,0
NEG000774,CUST001023,7900.0,7300.0,8,7,0.798,0.872,1
NEG000775,CUST000666,12200.0,10700.0,12,15,0.674,0.916,1
NEG000776,CUST002204,19800.0,18200.0,8,7,0.38,0.699,1
NEG000777,CUST009720,47100.0,44700.0,5,30,0.868,0.899,1
NEG000778,CUST001890,5600.0,5200.0,8,15,0.71,0.872,1
NEG000779,CUST007692,25500.0,23500.0,8,0,0.746,0.826,1
NEG000780,CUST003912,10600.0,10600.0,0,0,0.79,0.635,1
NEG000781,CUST009342,120900.0,118500.0,2,0,0.782,0.639,1
NEG000782,CUST000848,29700.0,28200.0,5,7,0.656,0.747,1
NEG000783,CUST007126,35800.0,35800.0,0,7,0.689,0.606,1
NEG000784,CUST008323,92900.0,69700.0,25,30,0.843,0.98,1
NEG000785,CUST009232,6500.0,6500.0,0,45,0.744,0.838,1
NEG000786,CUST002858,9900.0,7400.0,25,0,0.715,0.98,1
NEG000787,CUST006482,7600.0,7200.0,5,15,0.627,0.781,1
NEG000788,CUST005083,18700.0,15300.0,18,15,0.67,0.962,1
NEG000789,CUST005975,7500.0,7100.0,5,7,0.802,0.817,1
NEG000790,CUST000418,10600.0,10600.0,0,0,0.625,0.534,1
NEG000791,CUST004314,14100.0,12400.0,12,0,0.805,0.91,1
NEG000792,CUST005367,5000.0,4800.0,5,15,0.721,0.819,1
NEG000793,CUST008035,157600.0,129200.0,18,7,0.942,0.967,1
NEG000794,CUST003004,19500.0,18500.0,5,0,0.679,0.726,0
NEG000795,CUST006528,26600.0,24500.0,8,30,0.785,0.921,1
NEG000796,CUST008846,9500.0,8400.0,12,30,0.797,0.957,1
NEG000797,CUST008106,124900.0,122400.0,2,0,0.805,0.65,1
NEG000798,CUST007892,20600.0,19000.0,8,45,0.8,0.948,1
NEG000799,CUST003535,32800.0,28900.0,12,30,0.79,0.954,1
NEG000800,CUST007883,100600.0,82500.0,18,7,0.761,0.955,1
NEG000801,CUST008900,36000.0,34200.0,5,7,0.376,0.591,1
NEG000802,CUST007513,70300.0,61900.0,12,45,0.877,0.972,1
NEG000803,CUST005775,27100.0,27100.0,0,7,0.737,0.638,1
NEG000804,CUST004874,11700.0,9600.0,18,7,0.785,0.965,1
NEG000805,CUST004014,10900.0,10000.0,8,0,0.828,0.858,1
NEG000806,CUST008775,12800.0,10500.0,18,7,0.73,0.96,1
NEG000807,CUST009907,54000.0,49700.0,8,45,0.635,0.918,1
NEG000808,CUST007439,87300.0,65500.0,25,30,0.822,0.98,1
NEG000809,CUST000936,51400.0,47300.0,8,30,0.809,0.921,1
NEG000810,CUST006712,6900.0,6900.0,0,45,0.63,0.796,1
NEG000811,CUST006591,159700.0,146900.0,8,0,0.831,0.813,0
NEG000812,CUST007757,5000.0,4600.0,8,7,0.363,0.697,1
NEG000813,CUST007609,54000.0,51300.0,5,45,0.78,0.913,1
NEG000814,CUST004035,22600.0,21500.0,5,45,0.503,0.849,1
NEG000815,CUST001300,15600.0,14400.0,8,30,0.786,0.923,1
NEG000816,CUST002993,38500.0,36600.0,5,30,0.85,0.896,0
NEG000817,CUST008207,5200.0,4800.0,8,7,0.74,0.855,1
NEG000818,CUST004494,19700.0,18100.0,8,0,0.34,0.636,1
NEG000819,CUST001004,5000.0,4600.0,8,30,0.223,0.75,1
NEG000820,CUST001192,5600.0,5200.0,8,0,0.788,0.847,1
NEG000821,CUST001249,10600.0,10400.0,2,0,0.691,0.644,1
NEG000822,CUST002856,12700.0,12400.0,2,0,0.711,0.654,0
NEG000823,CUST008541,26800.0,24700.0,8,15,0.274,0.685,1
NEG000824,CUST000595,148600.0,141200.0,5,0,0.846,0.751,1
NEG000825,CUST008929,8900.0,8700.0,2,0,0.687,0.642,1
NEG000826,CUST008168,11800.0,11600.0,2,0,0.752,0.677,1
NEG000827,CUST008569,18200.0,16700.0,8,0,0.696,0.81,1
NEG000828,CUST003757,32400.0,26600.0,18,7,0.766,0.962,1
NEG000829,CUST002071,7800.0,7200.0,8,0,0.796,0.849,0
NEG000830,CUST003623,36400.0,33500.0,8,7,0.8,0.865,1
NEG000831,CUST004909,40800.0,38800.0,5,0,0.63,0.691,1
NEG000832,CUST000767,25800.0,21200.0,18,45,0.336,0.96,1
NEG000833,CUST008242,27200.0,25800.0,5,15,0.628,0.774,1
NEG000834,CUST006685,107300.0,94400.0,12,15,0.745,0.913,0
NEG000835,CUST007657,37700.0,36900.0,2,0,0.798,0.689,1
NEG000836,CUST000055,25500.0,25500.0,0,0,0.788,0.626,1
NEG000837,CUST004004,12800.0,11800.0,8,0,0.698,0.813,1
NEG000838,CUST007372,15600.0,11700.0,25,30,0.553,0.98,1
NEG000839,CUST002733,19700.0,19300.0,2,0,0.787,0.692,1
NEG000840,CUST006065,57200.0,52600.0,8,0,0.734,0.811,1
NEG000841,CUST005113,10700.0,10700.0,0,0,0.687,0.573,1
NEG000842,CUST005938,5000.0,4600.0,8,7,0.801,0.873,1
NEG000843,CUST006147,30600.0,25100.0,18,45,0.788,0.98,1
NEG000844,CUST005327,26100.0,19600.0,25,0,0.674,0.979,1
NEG000845,CUST007688,13600.0,12000.0,12,0,0.668,0.877,1
NEG000846,CUST000527,12100.0,11500.0,5,0,0.736,0.756,1
NEG000847,CUST005983,11500.0,10600.0,8,15,0.801,0.894,1
NEG000848,CUST008837,23600.0,22400.0,5,45,0.747,0.912,1
NEG000849,CUST005958,24300.0,18200.0,25,30,0.869,0.98,1
NEG000850,CUST007128,6200.0,6100.0,2,7,0.685,0.684,0
NEG000851,CUST009528,7300.0,6400.0,12,30,0.354,0.88,1
NEG000852,CUST007143,24600.0,21600.0,12,0,0.568,0.845,1
NEG000853,CUST000890,63200.0,60000.0,5,15,0.644,0.766,0
NEG000854,CUST001153,37000.0,35200.0,5,15,0.326,0.611,1
NEG000855,CUST006387,127700.0,125100.0,2,30,0.834,0.816,1
NEG000856,CUST008492,24200.0,21300.0,12,30,0.757,0.951,0
NEG000857,CUST003485,22700.0,22700.0,0,0,0.599,0.512,1
NEG000858,CUST003684,23400.0,22200.0,5,0,0.7,0.735,1
NEG000859,CUST000683,58700.0,48100.0,18,15,0.855,0.973,1
NEG000860,CUST006059,16500.0,15200.0,8,15,0.798,0.892,1
NEG000861,CUST006340,6900.0,6800.0,2,7,0.749,0.717,1
NEG000862,CUST008253,16600.0,13600.0,18,7,0.8,0.966,1
NEG000863,CUST009019,25300.0,24000.0,5,7,0.731,0.782,1
NEG000864,CUST002989,21200.0,21200.0,0,30,0.343,0.552,0
NEG000865,CUST000359,7800.0,6900.0,12,7,0.796,0.923,1
NEG000866,CUST008506,20100.0,19700.0,2,30,0.712,0.806,0
NEG000867,CUST005870,38700.0,38700.0,0,7,0.3,0.366,1
NEG000868,CUST005165,53000.0,48800.0,8,30,0.755,0.911,1
NEG000869,CUST002730,12400.0,12400.0,0,15,0.687,0.666,1
NEG000870,CUST000768,31000.0,27300.0,12,15,0.84,0.94,1
NEG000871,CUST008624,15900.0,14600.0,8,15,0.801,0.893,1
NEG000872,CUST009012,52900.0,46600.0,12,0,0.79,0.899,0
NEG000873,CUST000675,6600.0,6300.0,5,30,0.794,0.89,1
NEG000874,CUST002834,13200.0,11600.0,12,0,0.8,0.909,1
NEG000875,CUST005429,31300.0,25700.0,18,15,0.701,0.964,1
NEG000876,CUST003940,18100.0,13600.0,25,30,0.309,0.977,1
NEG000877,CUST005313,77200.0,71000.0,8,45,0.815,0.943,1
NEG000878,CUST006914,15800.0,15000.0,5,45,0.602,0.88,1
NEG000879,CUST002188,23400.0,22200.0,5,30,0.667,0.85,1
NEG000880,CUST007907,31600.0,31000.0,2,15,0.795,0.769,0
NEG000881,CUST009855,19000.0,17500.0,8,0,0.402,0.671,1
NEG000882,CUST001592,143700.0,143700.0,0,30,0.817,0.754,0
NEG000883,CUST006417,8200.0,7500.0,8,15,0.75,0.882,1
NEG000884,CUST002807,116700.0,107400.0,8,30,0.832,0.914,1
NEG000885,CUST002016,19100.0,18100.0,5,15,0.694,0.804,1
NEG000886,CUST002638,26500.0,25200.0,5,15,0.847,0.855,1
NEG000887,CUST009780,7800.0,6400.0,18,0,0.733,0.953,1
NEG000888,CUST008709,129500.0,119100.0,8,0,0.805,0.813,1
NEG000889,CUST000526,5000.0,5000.0,0,15,0.744,0.7,1
NEG000890,CUST008557,7100.0,6700.0,5,30,0.724,0.871,1
NEG000891,CUST009664,8900.0,8700.0,2,45,0.739,0.872,1
NEG000892,CUST008765,8100.0,7900.0,2,0,0.748,0.677,1
NEG000893,CUST003354,8600.0,8200.0,5,7,0.727,0.787,1
NEG000894,CUST001221,156900.0,144300.0,8,0,0.871,0.829,1
NEG000895,CUST004144,16500.0,16500.0,0,15,0.707,0.675,1
NEG000896,CUST004105,29100.0,29100.0,0,0,0.627,0.526,1
NEG000897,CUST004528,21600.0,20500.0,5,45,0.745,0.912,1
NEG000898,CUST000713,19600.0,18600.0,5,15,0.696,0.805,1
NEG000899,CUST003709,22000.0,22000.0,0,0,0.746,0.603,1
NEG000900,CUST004315,103000.0,94800.0,8,30,0.853,0.921,1
NEG000901,CUST000162,23800.0,17800.0,25,30,0.633,0.98,1
NEG000902,CUST009353,113500.0,113500.0,0,15,0.666,0.601,1
NEG000903,CUST007499,15300.0,15300.0,0,15,0.802,0.725,1
NEG000904,CUST007695,98700.0,86900.0,12,0,0.784,0.887,1
NEG000905,CUST008502,7200.0,5400.0,25,0,0.562,0.973,1
NEG000906,CUST002241,65700.0,65700.0,0,30,0.82,0.786,1
NEG000907,CUST005647,12500.0,10200.0,18,15,0.657,0.961,1
NEG000908,CUST004875,21400.0,16000.0,25,0,0.799,0.98,1
NEG000909,CUST001102,35100.0,32300.0,8,0,0.831,0.852,0
NEG000910,CUST009311,89700.0,87900.0,2,45,0.791,0.866,0
NEG000911,CUST004895,5000.0,3800.0,25,15,0.734,0.98,1
NEG000912,CUST000557,46600.0,44300.0,5,30,0.699,0.854,1
NEG000913,CUST006590,11000.0,11000.0,0,30,0.678,0.745,1
NEG000914,CUST008134,5000.0,4800.0,5,15,0.792,0.844,1
NEG000915,CUST006546,42600.0,40500.0,5,15,0.701,0.798,1
NEG000916,CUST006334,12200.0,11200.0,8,7,0.705,0.842,1
NEG000917,CUST005263,16900.0,13900.0,18,15,0.404,0.928,1
NEG000918,CUST000110,20300.0,16600.0,18,0,0.739,0.952,1
NEG000919,CUST006235,5500.0,4500.0,18,15,0.708,0.966,1
NEG000920,CUST009419,17600.0,16200.0,8,0,0.674,0.802,1
NEG000921,CUST007916,5000.0,4100.0,18,30,0.797,0.98,1
NEG000922,CUST007556,21400.0,21000.0,2,45,0.632,0.835,1
NEG000923,CUST008979,11300.0,11100.0,2,15,0.576,0.669,0
NEG000924,CUST004215,24100.0,21200.0,12,0,0.73,0.891,0
NEG000925,CUST003555,124800.0,118600.0,5,45,0.821,0.908,1
NEG000926,CUST003587,37300.0,35400.0,5,0,0.573,0.661,1
NEG000927,CUST005042,6200.0,5900.0,5,7,0.33,0.579,1
NEG000928,CUST002552,12400.0,12200.0,2,0,0.79,0.697,1
NEG000929,CUST001285,27300.0,26800.0,2,15,0.702,0.727,1
NEG000930,CUST008103,11900.0,11300.0,5,30,0.794,0.889,1
NEG000931,CUST001871,102000.0,89800.0,12,15,0.737,0.912,1
NEG000932,CUST002328,20900.0,19200.0,8,30,0.352,0.8,1
NEG000933,CUST006613,5000.0,4100.0,18,0,0.655,0.944,1
NEG000934,CUST003881,5000.0,4100.0,18,0,0.733,0.953,1
NEG000935,CUST003188,17100.0,17100.0,0,30,0.681,0.743,1
NEG000936,CUST006102,16800.0,13800.0,18,0,0.408,0.898,1
NEG000937,CUST006441,21900.0,18000.0,18,30,0.734,0.978,1
NEG000938,CUST005130,6000.0,6000.0,0,7,0.8,0.684,1
NEG000939,CUST009459,32600.0,31900.0,2,0,0.749,0.666,1
NEG000940,CUST000128,19400.0,15900.0,18,0,0.359,0.886,1
NEG000941,CUST001485,24400.0,21500.0,12,15,0.712,0.921,1
NEG000942,CUST006301,77000.0,75500.0,2,0,0.822,0.684,0
NEG000943,CUST004146,44400.0,36400.0,18,7,0.796,0.963,1
NEG000944,CUST009638,37700.0,33200.0,12,0,0.62,0.857,0
NEG000945,CUST004520,31400.0,29800.0,5,30,0.814,0.889,1
NEG000946,CUST002188,11500.0,11300.0,2,0,0.667,0.63,0
NEG000947,CUST005775,73900.0,72400.0,2,15,0.737,0.724,1
NEG000948,CUST002954,6800.0,6300.0,8,30,0.727,0.913,1
NEG000949,CUST007795,8000.0,7600.0,5,0,0.709,0.746,1
NEG000950,CUST004379,50200.0,50200.0,0,7,0.713,0.612,0
NEG000951,CUST000682,93200.0,93200.0,0,30,0.766,0.751,1
NEG000952,CUST006513,14500.0,13800.0,5,30,0.401,0.748,1
NEG000953,CUST007539,25800.0,22700.0,12,30,0.292,0.858,1
NEG000954,CUST000503,32700.0,28800.0,12,7,0.73,0.906,1
NEG000955,CUST004859,139200.0,139200.0,0,7,0.902,0.674,1
NEG000956,CUST003506,8000.0,7400.0,8,0,0.671,0.804,0
NEG000957,CUST008232,53900.0,52800.0,2,45,0.74,0.86,0
NEG000958,CUST006842,5000.0,4800.0,5,45,0.803,0.925,1
NEG000959,CUST007424,22200.0,22200.0,0,0,0.68,0.562,1
NEG000960,CUST005801,6400.0,6400.0,0,45,0.792,0.854,1
NEG000961,CUST006351,9000.0,8800.0,2,7,0.699,0.69,0
NEG000962,CUST001019,42400.0,41600.0,2,15,0.805,0.769,1
NEG000963,CUST001752,6800.0,6300.0,8,0,0.817,0.856,1
NEG000964,CUST000191,14300.0,12600.0,12,7,0.634,0.888,1
NEG000965,CUST000818,26200.0,24100.0,8,7,0.793,0.866,1
NEG000966,CUST000953,24800.0,21800.0,12,7,0.741,0.91,1
NEG000967,CUST003836,5000.0,4800.0,5,15,0.717,0.818,1
NEG000968,CUST004994,41800.0,39700.0,5,7,0.798,0.803,1
NEG000969,CUST000971,47500.0,43700.0,8,45,0.903,0.957,1
NEG000970,CUST006103,29500.0,27100.0,8,45,0.735,0.938,0
NEG000971,CUST005576,36600.0,33700.0,8,45,0.474,0.886,1
NEG000972,CUST008920,5000.0,4400.0,12,15,0.732,0.927,1
NEG000973,CUST008915,15100.0,11300.0,25,7,0.709,0.98,0
NEG000974,CUST004192,15600.0,11700.0,25,30,0.712,0.98,1
NEG000975,CUST008452,24300.0,21400.0,12,30,0.273,0.853,1
NEG000976,CUST002300,35500.0,34800.0,2,30,0.809,0.836,1
NEG000977,CUST000238,66400.0,66400.0,0,0,0.808,0.616,0
NEG000978,CUST001248,159300.0,146600.0,8,30,0.776,0.894,1
NEG000979,CUST000053,10400.0,9900.0,5,7,0.799,0.815,1
NEG000980,CUST007163,12500.0,11000.0,12,7,0.803,0.924,1
NEG000981,CUST002988,22600.0,21500.0,5,7,0.795,0.809,1
NEG000982,CUST009882,22500.0,21400.0,5,15,0.337,0.625,1
NEG000983,CUST007583,19800.0,19800.0,0,30,0.331,0.545,1
NEG000984,CUST008852,6900.0,6300.0,8,15,0.382,0.749,0
NEG000985,CUST005859,21900.0,20800.0,5,0,0.616,0.692,1
NEG000986,CUST006880,5000.0,4400.0,12,15,0.398,0.847,1
NEG000987,CUST000548,15900.0,15100.0,5,15,0.32,0.619,0
NEG000988,CUST002222,22200.0,18200.0,18,15,0.574,0.952,1
NEG000989,CUST005021,17200.0,15800.0,8,7,0.744,0.853,1
NEG000990,CUST008741,253000.0,189800.0,25,45,0.895,0.98,1
NEG000991,CUST005560,21300.0,20200.0,5,15,0.413,0.669,0
NEG000992,CUST005779,53800.0,47300.0,12,7,0.787,0.914,1
NEG000993,CUST006468,33300.0,31600.0,5,30,0.79,0.883,1
NEG000994,CUST005485,11700.0,10800.0,8,45,0.634,0.925,1
NEG000995,CUST005860,25800.0,25300.0,2,0,0.847,0.721,1
NEG000996,CUST002127,46900.0,46900.0,0,0,0.717,0.571,1
NEG000997,CUST009763,22500.0,22000.0,2,15,0.655,0.706,1
NEG000998,CUST005883,6600.0,6300.0,5,30,0.717,0.87,1
NEG000999,CUST002165,53500.0,49200.0,8,7,0.661,0.813,1
NEG001000,CUST001878,9600.0,9600.0,0,7,0.688,0.619,1
NEG001001,CUST000008,8700.0,8300.0,5,30,0.607,0.834,0
NEG001002,CUST006832,15400.0,14200.0,8,0,0.665,0.799,1
NEG001003,CUST003739,15100.0,13300.0,12,0,0.709,0.888,1
NEG001004,CUST007782,12200.0,11600.0,5,15,0.801,0.845,1
NEG001005,CUST001018,11500.0,10900.0,5,0,0.664,0.722,1
NEG001006,CUST006757,7600.0,7200.0,5,30,0.682,0.859,1
NEG001007,CUST009112,26700.0,25400.0,5,7,0.626,0.733,1
NEG001008,CUST005375,9200.0,9000.0,2,0,0.71,0.655,1
NEG001009,CUST008913,15700.0,14900.0,5,45,0.789,0.921,1
NEG001010,CUST007681,29200.0,28600.0,2,45,0.753,0.871,1
NEG001011,CUST006504,5000.0,4400.0,12,7,0.748,0.915,1
NEG001012,CUST008228,45000.0,39600.0,12,0,0.319,0.736,1
NEG001013,CUST006459,5000.0,5000.0,0,45,0.669,0.812,1
NEG001014,CUST003399,35800.0,32900.0,8,0,0.793,0.84,0
NEG001015,CUST004477,23500.0,23000.0,2,7,0.675,0.67,1
NEG001016,CUST004348,6700.0,6600.0,2,0,0.751,0.679,1
NEG001017,CUST008646,6300.0,6300.0,0,30,0.709,0.761,1
NEG001018,CUST002081,5500.0,5200.0,5,7,0.681,0.768,1
NEG001019,CUST007307,176700.0,167900.0,5,15,0.85,0.809,1
NEG001020,CUST008336,19100.0,17600.0,8,15,0.795,0.89,1
NEG001021,CUST009801,214200.0,214200.0,0,30,0.792,0.711,1
NEG001022,CUST009058,17900.0,17000.0,5,7,0.71,0.776,1
NEG001023,CUST009040,46700.0,43000.0,8,7,0.7,0.83,0
NEG001024,CUST006796,10800.0,10600.0,2,15,0.802,0.781,0
NEG001025,CUST009412,17500.0,16100.0,8,7,0.796,0.869,1
NEG001026,CUST005857,5700.0,5200.0,8,0,0.74,0.83,0
NEG001027,CUST007184,8100.0,8100.0,0,15,0.807,0.731,0
NEG001028,CUST007915,10600.0,10600.0,0,45,0.711,0.825,1
NEG001029,CUST001555,74700.0,74700.0,0,0,0.874,0.649,0
NEG001030,CUST000443,44300.0,33200.0,25,7,0.608,0.978,1
NEG001031,CUST006595,10400.0,9900.0,5,45,0.795,0.923,1
NEG001032,CUST002543,156400.0,143900.0,8,15,0.825,0.865,1
NEG001033,CUST008870,8700.0,7700.0,12,15,0.799,0.937,1
NEG001034,CUST005218,64500.0,56800.0,12,45,0.813,0.968,1
NEG001035,CUST006499,57100.0,54200.0,5,30,0.801,0.88,1
NEG001036,CUST004016,5000.0,4600.0,8,15,0.742,0.88,1
NEG001037,CUST008256,58200.0,43600.0,25,15,0.799,0.98,1
NEG001038,CUST004684,7300.0,6400.0,12,15,0.792,0.937,1
NEG001039,CUST004031,6500.0,6000.0,8,7,0.73,0.852,1
NEG001040,CUST009611,5500.0,5500.0,0,7,0.748,0.656,0
NEG001041,CUST007507,21000.0,15800.0,25,30,0.793,0.98,1
NEG001042,CUST009407,23500.0,20700.0,12,0,0.664,0.874,1
NEG001043,CUST003510,321600.0,321600.0,0,15,0.918,0.639,0
NEG001044,CUST008654,10100.0,10100.0,0,7,0.402,0.442,1
NEG001045,CUST008716,29000.0,28400.0,2,30,0.853,0.853,1
NEG001046,CUST006885,36200.0,33300.0,8,15,0.685,0.856,1
NEG001047,CUST000987,80900.0,80900.0,0,45,0.825,0.843,1
NEG001048,CUST005898,12600.0,12000.0,5,30,0.714,0.867,1
NEG001049,CUST007347,22400.0,20600.0,8,0,0.838,0.858,1
NEG001050,CUST006994,5800.0,5300.0,8,0,0.8,0.851,1
NEG001051,CUST004161,48900.0,48900.0,0,15,0.753,0.684,1
NEG001052,CUST005958,63400.0,60200.0,5,7,0.869,0.823,1
NEG001053,CUST007987,16200.0,14900.0,8,7,0.73,0.849,1
NEG001054,CUST008051,13500.0,11100.0,18,15,0.799,0.972,1
NEG001055,CUST002007,16100.0,15300.0,5,15,0.693,0.805,1
NEG001056,CUST009418,10700.0,9800.0,8,45,0.664,0.93,1
NEG001057,CUST008240,20300.0,19300.0,5,0,0.607,0.688,0
NEG001058,CUST003843,56600.0,53800.0,5,7,0.805,0.801,1
NEG001059,CUST005663,17100.0,16800.0,2,0,0.789,0.695,1
NEG001060,CUST000957,31100.0,27400.0,12,0,0.561,0.84,1
NEG001061,CUST003036,13400.0,11800.0,12,45,0.679,0.961,1
NEG001062,CUST000747,94900.0,71200.0,25,30,0.825,0.98,1
NEG001063,CUST004255,33500.0,29500.0,12,0,0.794,0.904,1
NEG001064,CUST008654,16300.0,15500.0,5,15,0.402,0.665,1
NEG001065,CUST005920,151800.0,144200.0,5,30,0.839,0.867,1
NEG001066,CUST003842,5000.0,4600.0,8,45,0.798,0.95,1
NEG001067,CUST003546,10700.0,9400.0,12,0,0.791,0.907,1
NEG001068,CUST000814,13400.0,12300.0,8,15,0.686,0.862,0
NEG001069,CUST008887,255400.0,235000.0,8,0,0.813,0.77,1
NEG001070,CUST008006,10900.0,10900.0,0,0,0.788,0.633,1
NEG001071,CUST003420,10100.0,8900.0,12,30,0.662,0.94,1
NEG001072,CUST001849,10000.0,8800.0,12,0,0.692,0.884,1
NEG001073,CUST008137,8300.0,7900.0,5,30,0.626,0.841,0
NEG001074,CUST006192,12100.0,9900.0,18,45,0.31,0.958,1
NEG001075,CUST002081,9400.0,7000.0,25,7,0.681,0.98,1
NEG001076,CUST000639,22900.0,22900.0,0,15,0.709,0.673,1
NEG001077,CUST008268,34200.0,28000.0,18,30,0.335,0.94,1
NEG001078,CUST008519,11600.0,10200.0,12,0,0.744,0.897,1
NEG001079,CUST006128,40500.0,38500.0,5,7,0.69,0.758,0
NEG001080,CUST003425,12600.0,11600.0,8,0,0.174,0.54,1
NEG001081,CUST001384,14500.0,14500.0,0,45,0.708,0.823,1
NEG001082,CUST001759,25700.0,22600.0,12,30,0.8,0.956,1
NEG001083,CUST004389,10000.0,8800.0,12,7,0.748,0.914,1
NEG001084,CUST006187,5000.0,4800.0,5,15,0.802,0.847,1
NEG001085,CUST001856,26700.0,23500.0,12,0,0.8,0.906,1
NEG001086,CUST008753,16000.0,12000.0,25,0,0.787,0.98,1
NEG001087,CUST009516,22700.0,21600.0,5,45,0.653,0.891,1
NEG001088,CUST006592,13100.0,12400.0,5,45,0.742,0.913,1
NEG001089,CUST009024,7800.0,7400.0,5,30,0.561,0.818,1
NEG001090,CUST007178,5000.0,4900.0,2,7,0.682,0.683,0
NEG001091,CUST006539,13200.0,12900.0,2,30,0.741,0.819,1
NEG001092,CUST003643,6200.0,5100.0,18,30,0.683,0.976,1
NEG001093,CUST006938,16000.0,14100.0,12,15,0.803,0.937,1
NEG001094,CUST003133,5000.0,4400.0,12,15,0.414,0.852,1
NEG001095,CUST009944,19300.0,17800.0,8,0,0.773,0.838,1
NEG001096,CUST008244,30800.0,28300.0,8,7,0.74,0.848,1
NEG001097,CUST004434,12800.0,11300.0,12,45,0.802,0.971,1
NEG001098,CUST004906,6300.0,6200.0,2,15,0.782,0.773,1
NEG001099,CUST009035,5000.0,3800.0,25,7,0.722,0.98,1
NEG001100,CUST003975,292100.0,286300.0,2,15,0.884,0.699,1
NEG001101,CUST004450,81300.0,71500.0,12,15,0.875,0.939,1
NEG001102,CUST000343,14600.0,13400.0,8,30,0.787,0.923,1
NEG001103,CUST005606,20200.0,16600.0,18,30,0.75,0.979,1
NEG001104,CUST000807,16200.0,15900.0,2,0,0.736,0.666,1
NEG001105,CUST006693,28200.0,27600.0,2,30,0.696,0.796,1
NEG001106,CUST002707,16900.0,16100.0,5,7,0.734,0.787,1
NEG001107,CUST002249,5700.0,5700.0,0,15,0.674,0.662,1
NEG001108,CUST004116,91400.0,89600.0,2,30,0.887,0.846,1
NEG001109,CUST001793,9900.0,9400.0,5,0,0.808,0.789,1
NEG001110,CUST005661,12200.0,12000.0,2,7,0.789,0.735,1
NEG001111,CUST006111,10900.0,8900.0,18,7,0.355,0.904,0
NEG001112,CUST000430,20000.0,16400.0,18,15,0.799,0.972,1
NEG001113,CUST007226,24000.0,24000.0,0,0,0.322,0.343,0
NEG001114,CUST000263,79300.0,73000.0,8,15,0.837,0.888,1
NEG001115,CUST000985,5000.0,4800.0,5,7,0.44,0.645,1
NEG001116,CUST004574,13700.0,12100.0,12,7,0.796,0.922,1
NEG001117,CUST004858,9900.0,9900.0,0,0,0.673,0.564,0
NEG001118,CUST009209,65900.0,65900.0,0,0,0.824,0.625,0
NEG001119,CUST008479,29600.0,26000.0,12,0,0.815,0.909,1
NEG001120,CUST002792,164300.0,161000.0,2,15,0.83,0.73,1
NEG001121,CUST002433,9000.0,7900.0,12,7,0.66,0.895,1
NEG001122,CUST007354,46000.0,42300.0,8,7,0.71,0.833,1
NEG001123,CUST005175,17000.0,15600.0,8,15,0.314,0.711,1
NEG001124,CUST001473,11600.0,11000.0,5,0,0.42,0.585,0
NEG001125,CUST007261,22500.0,19800.0,12,0,0.713,0.887,1
NEG001126,CUST002027,42600.0,37500.0,12,30,0.733,0.946,1
NEG001127,CUST008616,7700.0,6300.0,18,0,0.793,0.959,1
NEG001128,CUST003811,20200.0,19800.0,2,45,0.702,0.858,1
NEG001129,CUST001307,9800.0,8000.0,18,15,0.798,0.972,1
NEG001130,CUST004022,17600.0,13200.0,25,0,0.259,0.943,1
NEG001131,CUST003088,5000.0,4100.0,18,7,0.799,0.967,1
NEG001132,CUST009340,113300.0,107600.0,5,7,0.799,0.777,1
NEG001133,CUST001455,47400.0,46500.0,2,0,0.797,0.684,1
NEG001134,CUST001469,20100.0,17700.0,12,0,0.745,0.895,0
NEG001135,CUST005034,10600.0,9800.0,8,45,0.621,0.923,1
NEG001136,CUST008509,33900.0,29800.0,12,0,0.723,0.887,1
NEG001137,CUST000075,29200.0,25700.0,12,30,0.879,0.963,1
NEG001138,CUST005755,93100.0,76300.0,18,7,0.333,0.881,1
NEG001139,CUST000944,28200.0,28200.0,0,7,0.742,0.641,1
NEG001140,CUST002301,15300.0,14500.0,5,0,0.676,0.726,1
NEG001141,CUST000386,15500.0,14700.0,5,0,0.784,0.777,0
NEG001142,CUST007049,10500.0,9200.0,12,0,0.805,0.91,1
NEG001143,CUST003728,92600.0,90700.0,2,30,0.9,0.849,0
NEG001144,CUST002310,15600.0,15600.0,0,0,0.69,0.572,1
NEG001145,CUST003325,30700.0,27000.0,12,15,0.74,0.925,1
NEG001146,CUST005610,35600.0,31300.0,12,30,0.727,0.946,1
NEG001147,CUST006124,61700.0,50600.0,18,30,0.833,0.98,1
NEG001148,CUST004041,25300.0,25300.0,0,15,0.661,0.645,1
NEG001149,CUST000985,15100.0,12400.0,18,7,0.44,0.92,1
NEG001150,CUST002235,5000.0,4600.0,8,0,0.652,0.797,1
NEG001151,CUST000353,10500.0,9700.0,8,7,0.674,0.832,1
NEG001152,CUST002663,14800.0,14800.0,0,0,0.79,0.632,0
NEG001153,CUST005346,153000.0,114800.0,25,30,0.855,0.98,1
NEG001154,CUST006119,7100.0,7100.0,0,7,0.805,0.687,1
NEG001155,CUST003510,38900.0,35800.0,8,15,0.918,0.914,1
NEG001156,CUST009909,129200.0,129200.0,0,15,0.822,0.683,1
NEG001157,CUST003673,99100.0,91200.0,8,7,0.804,0.849,1
NEG001158,CUST009805,54300.0,53200.0,2,45,0.868,0.894,1
NEG001159,CUST002529,20900.0,18400.0,12,30,0.67,0.94,1
